Country,City,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,AQI Category_encoded,CO AQI Category_encoded,Ozone AQI Category_encoded,NO2 AQI Category_encoded,PM2.5 AQI Category_encoded,Total_Pollution_Score,Country_encoded,City_encoded
Brazil,Areia,43.0,1.0,14.0,3.0,43.0,0,0,0,0,0,17.15,22,960
United Republic of Tanzania,Arusha,41.0,1.0,10.0,0.0,41.0,0,0,0,0,0,14.999999999999998,165,1055
Philippines,Asia,120.0,1.0,13.0,0.0,120.0,2,0,0,0,2,39.45,122,1110
Morocco,Asilah,52.0,1.0,28.0,8.0,52.0,1,0,0,0,1,24.8,104,1112
Iran (Islamic Republic of),Baft,88.0,1.0,44.0,0.0,88.0,1,0,0,0,1,37.4,71,1463
Japan,Hokota,38.0,1.0,38.0,1.0,21.0,0,0,0,0,0,16.25,77,8112
Austria,Hollabrunn,66.0,1.0,40.0,1.0,66.0,1,0,0,0,1,30.25,9,8123
Germany,Holzkirchen,68.0,1.0,36.0,2.0,68.0,1,0,0,0,1,30.099999999999998,58,8138
Ukraine,Horodok,103.0,1.0,39.0,1.0,103.0,2,0,0,0,2,41.1,162,8186
Spain,Huelva,35.0,1.0,35.0,1.0,21.0,0,0,0,0,0,15.5,146,8290
Ukraine,Hulyaypole,39.0,1.0,39.0,0.0,8.0,0,0,0,0,0,12.35,162,8312
Brazil,Ibirataia,30.0,1.0,9.0,1.0,30.0,0,0,0,0,0,11.7,22,8384
United States of America,Idylwood,50.0,1.0,26.0,10.0,50.0,0,0,0,0,0,24.45,166,8416
Madagascar,Ihosy,21.0,1.0,21.0,0.0,7.0,0,0,0,0,0,7.35,92,8453
Brazil,Canoas,69.0,1.0,8.0,6.0,69.0,1,0,0,0,1,24.599999999999998,22,3549
France,Castres,35.0,1.0,35.0,1.0,31.0,0,0,0,0,0,18.499999999999996,54,3782
Honduras,Catacamas,29.0,1.0,13.0,1.0,29.0,0,0,0,0,0,12.399999999999999,66,3794
Argentina,Catamarca,22.0,1.0,22.0,0.0,4.0,0,0,0,0,0,6.7,5,3801
Colombia,Caucasia,40.0,1.0,9.0,1.0,40.0,0,0,0,0,0,14.7,34,3821
Italy,Cesena,35.0,1.0,34.0,4.0,35.0,0,0,0,0,0,20.2,75,3905
United States of America,Clayton,88.0,1.0,10.0,10.0,88.0,1,0,0,0,1,34.3,166,4476
Mexico,Cuautla,139.0,1.0,0.0,10.0,145.0,3,0,0,0,3,50.49999999999999,100,4870
India,Cuddapah,85.0,1.0,26.0,0.0,85.0,1,0,0,0,1,32.0,69,4877
Peru,Cusco,29.0,1.0,2.0,2.0,29.0,0,0,0,0,0,9.899999999999999,121,4936
United States of America,Vincennes,43.0,1.0,43.0,5.0,43.0,0,0,0,0,0,25.099999999999998,166,22103
Russian Federation,Vladivostok,56.0,1.0,35.0,2.0,56.0,1,0,0,0,1,26.25,130,22170
Russian Federation,Volosovo,62.0,1.0,44.0,1.0,62.0,1,0,0,0,1,30.049999999999997,130,22205
Russian Federation,Vychegodskiy,35.0,1.0,26.0,0.0,35.0,0,0,0,0,0,17.2,130,22262
Netherlands,Wageningen,36.0,1.0,33.0,1.0,36.0,0,0,0,0,0,19.299999999999997,109,22296
Bolivia (Plurinational State of),Warnes,14.0,1.0,5.0,0.0,14.0,0,0,0,0,0,5.65,19,22398
South Sudan,Waw,24.0,1.0,7.0,0.0,24.0,0,0,0,0,0,9.35,145,22448
Germany,Wehr,94.0,1.0,25.0,3.0,94.0,1,0,0,0,1,35.400000000000006,58,22473
Canada,Williams Lake,34.0,1.0,34.0,0.0,5.0,0,0,0,0,0,10.2,29,22682
Germany,Wittenberge,34.0,1.0,33.0,1.0,34.0,0,0,0,0,0,18.7,58,22744
United States of America,Wolcott,44.0,1.0,21.0,10.0,44.0,0,0,0,0,0,21.65,166,22767
United States of America,Worthing,54.0,1.0,36.0,2.0,54.0,1,0,0,0,1,25.7,166,22811
China,Xinyang,139.0,1.0,68.5,2.0,96.0,3,0,3,0,1,67.39999999999999,33,22899
China,Xucheng,47.0,1.0,31.0,1.0,47.0,0,0,0,0,0,22.3,33,22919
Russian Federation,Yandyrka,39.0,1.0,37.0,1.0,39.0,0,0,0,0,0,21.4,130,22970
Russian Federation,Yessentukskaya,45.0,1.0,39.0,1.0,45.0,0,0,0,0,0,23.7,130,23068
China,Yuci,136.0,1.0,68.5,2.0,81.0,2,0,2,0,1,59.199999999999996,33,23139
China,Zhangdian,139.0,1.0,68.5,6.0,145.0,4,0,4,0,3,101.05,33,23316
China,Zhengjiatun,120.0,1.0,68.5,1.0,81.0,2,0,2,0,1,54.949999999999996,33,23334
Colombia,Zipaquira,84.0,1.0,2.0,7.0,84.0,1,0,0,0,1,27.849999999999998,34,23387
France,Taverny,59.0,1.0,21.0,5.0,59.0,1,0,0,0,1,24.4,54,20503
India,Teghra,139.0,1.0,68.5,1.0,145.0,3,0,2,0,3,80.49999999999999,69,20552
Ghana,Teshie,69.0,1.0,20.0,1.0,69.0,1,0,0,0,1,26.349999999999998,59,20684
Nicaragua,Tipitapa,31.0,1.0,15.0,3.0,31.0,0,0,0,0,0,13.999999999999998,111,20856
Hungary,Tiszavasvari,68.0,1.0,35.0,2.0,68.0,1,0,0,0,1,29.849999999999998,67,20885
Germany,Titisee Neustadt,79.0,1.0,27.0,3.0,79.0,1,0,0,0,1,31.4,58,20888
Sweden,Tranas,31.0,1.0,31.0,0.0,30.0,0,0,0,0,0,16.75,151,21124
Germany,Traunreut,69.0,1.0,37.0,1.0,69.0,1,0,0,0,1,30.4,58,21134
Canada,Truro,41.0,1.0,15.0,3.0,41.0,0,0,0,0,0,16.999999999999996,29,21218
Bosnia and Herzegovina,Tuzla,62.0,1.0,34.0,0.0,62.0,1,0,0,0,1,27.299999999999997,20,21379
Germany,Uetze,36.0,1.0,33.0,1.0,36.0,0,0,0,0,0,19.299999999999997,58,21449
Germany,Uhingen,63.0,1.0,29.0,2.0,63.0,1,0,0,0,1,26.849999999999998,58,21460
Cuba,Union De Reyes,52.0,1.0,22.0,2.0,52.0,1,0,0,0,1,21.8,39,21527
India,Uran,139.0,1.0,25.0,1.0,139.0,2,0,0,0,2,48.4,69,21551
Spain,Utrera,31.0,1.0,23.0,4.0,31.0,0,0,0,0,0,16.249999999999996,146,21641
United States of America,Vancouver,49.0,1.0,20.0,10.0,49.0,0,0,0,0,0,22.4,166,21760
South Africa,Vanderbijlpark,139.0,1.0,8.0,10.0,145.0,4,0,0,0,4,92.5,144,21764
Netherlands,Vianen,34.0,1.0,34.0,1.0,34.0,0,0,0,0,0,18.95,109,21956
Philippines,Victorias,60.0,1.0,19.0,0.0,60.0,1,0,0,0,1,22.95,122,21977
South Africa,Sasolburg,139.0,1.0,8.0,10.0,145.0,3,0,0,0,3,62.449999999999996,144,18547
Switzerland,Schaffhausen,47.0,1.0,21.0,6.0,47.0,0,0,0,0,0,21.25,152,18632
Russian Federation,Shagonar,42.0,1.0,42.0,0.0,28.0,0,0,0,0,0,19.099999999999998,130,18926
India,Shahabad,73.0,1.0,24.0,0.0,73.0,1,0,0,0,1,27.9,69,18928
Ukraine,Shepetivka,36.0,1.0,36.0,1.0,28.0,0,0,0,0,0,17.849999999999998,162,19014
Afghanistan,Shibarghan,95.0,1.0,43.0,0.0,95.0,1,0,0,0,1,39.45,0,19028
Poland,Siemianowice Slaskie,80.0,1.0,42.0,2.0,80.0,1,0,0,0,1,35.2,123,19179
Dominican Republic,Sanchez,95.0,1.0,5.0,10.0,95.0,1,0,0,0,1,34.1,45,18180
Brazil,Sao Miguel Do Guama,39.0,1.0,11.0,0.0,39.0,0,0,0,0,0,14.649999999999999,22,18448
United States of America,Somersworth,57.0,1.0,20.0,8.0,57.0,1,0,0,0,1,24.499999999999996,166,19529
Italy,Sommacampagna,66.0,1.0,28.0,8.0,66.0,1,0,0,0,1,29.2,75,19534
Germany,Starnberg,52.0,1.0,36.0,4.0,52.0,1,0,0,0,1,25.8,58,19761
Czechia,Strakonice,55.0,1.0,43.0,2.0,55.0,1,0,0,0,1,27.95,41,19843
Indonesia,Sumedang,67.0,1.0,37.0,0.0,67.0,1,0,0,0,1,29.549999999999997,70,19967
United States of America,Chanhassen,54.0,1.0,32.0,5.0,54.0,1,0,0,0,1,25.65,166,4008
China,Chaohu,139.0,1.0,68.5,6.0,145.0,3,0,1,0,3,72.7,33,4018
United States of America,Charleston,78.0,1.0,10.0,10.0,78.0,1,0,0,0,1,32.0,166,4041
Belgium,Chaumont Gistoux,64.0,1.0,28.0,6.0,64.0,1,0,0,0,1,27.9,15,4077
Russian Federation,Chulym,43.0,1.0,43.0,0.0,23.0,0,0,0,0,0,17.849999999999998,130,4358
France,Clichy Sous Bois,70.0,1.0,28.0,5.0,70.0,1,0,0,0,1,29.65,54,4493
Italy,Comiso,54.0,1.0,40.0,1.0,54.0,1,0,0,0,1,26.65,75,4614
Cuba,Corralillo,106.0,1.0,25.0,0.0,106.0,2,0,0,0,2,38.25,39,4740
India,Abu Road,139.0,1.0,31.0,0.0,145.0,3,0,0,0,3,57.15,69,68
Spain,Alcala De Guadaira,29.0,1.0,29.0,1.0,15.0,0,0,0,0,0,12.0,146,375
Portugal,Aldeia De Paio Pires,32.0,1.0,32.0,4.0,28.0,0,0,0,0,0,17.599999999999998,124,388
United States of America,Aliquippa,86.0,1.0,19.0,10.0,86.0,1,0,0,0,1,36.699999999999996,166,456
Kazakhstan,Almaty,83.0,1.0,46.0,1.0,83.0,1,0,0,0,1,36.85,79,485
Australia,Darwin,102.0,1.0,58.0,1.0,102.0,2,0,1,0,2,45.74999999999999,8,5083
Pakistan,Darya Khan,139.0,1.0,68.5,0.0,145.0,3,0,2,0,3,89.75,116,5084
United Kingdom of Great Britain and Northern Ireland,Dewsbury,33.0,1.0,33.0,3.0,16.0,0,0,0,0,0,14.0,164,5286
India,Diphu,48.0,1.0,29.0,0.0,48.0,0,0,0,0,0,22.049999999999997,69,5408
Ethiopia,Dodola,46.0,1.0,18.0,0.0,46.0,0,0,0,0,0,18.499999999999996,52,5450
United Kingdom of Great Britain and Northern Ireland,Prescot,34.0,1.0,34.0,4.0,21.0,0,0,0,0,0,16.0,164,16539
Mexico,Puente De Ixtla,139.0,1.0,13.0,10.0,145.0,3,0,0,0,3,57.85,100,16641
Israel,Qiryat Motzkin,82.0,1.0,46.0,6.0,82.0,1,0,0,0,1,37.99999999999999,74,16799
France,Pirae,22.0,1.0,22.0,0.0,6.0,0,0,0,0,0,7.3,54,16147
Brazil,Porto Ferreira,50.0,1.0,4.0,2.0,50.0,0,0,0,0,0,16.7,22,16454
Italy,Portomaggiore,65.0,1.0,47.0,1.0,65.0,1,0,0,0,1,31.7,75,16470
Sweden,Ronneby,34.0,1.0,34.0,1.0,26.0,0,0,0,0,0,16.75,151,17499
Brazil,Rubiataba,42.0,1.0,7.0,1.0,42.0,0,0,0,0,0,14.799999999999999,22,17591
United States of America,Saint Peters,59.0,1.0,21.0,10.0,59.0,1,0,0,0,1,26.599999999999998,166,17832
France,Saint Maur Des Fosses,71.0,1.0,27.0,6.0,71.0,1,0,0,0,1,29.95,54,17816
Colombia,Sampues,60.0,1.0,16.0,2.0,60.0,1,0,0,0,1,22.7,34,17984
Italy,San Nicola,63.0,1.0,44.0,1.0,63.0,1,0,0,0,1,30.349999999999998,75,18128
Italy,San Vito Dei Normanni,48.0,1.0,48.0,1.0,33.0,0,0,0,0,0,22.349999999999998,75,18170
Brazil,Sao Goncalo Dos Campos,68.0,1.0,4.0,6.0,68.0,1,0,0,0,1,23.099999999999998,22,18398
India,Razole,93.0,1.0,47.0,1.0,93.0,1,0,0,0,1,40.3,69,17124
United States of America,Ridgefield,74.0,1.0,18.0,10.0,74.0,1,0,0,0,1,31.849999999999998,166,17295
Denmark,Ronne,30.0,1.0,28.0,1.0,30.0,0,0,0,0,0,16.45,44,17498
Germany,Olsberg,53.0,1.0,44.0,0.0,53.0,1,0,0,0,1,27.099999999999998,58,15023
Brazil,Osasco,132.0,1.0,31.0,6.0,132.0,2,0,0,0,2,49.25,22,15166
Finland,Oulu,34.0,1.0,34.0,0.0,3.0,0,0,0,0,0,9.6,53,15255
Brazil,Palmeiras De Goias,33.0,1.0,27.0,0.0,33.0,0,0,0,0,0,16.849999999999998,22,15458
United States of America,Paterson,52.0,1.0,45.0,2.0,52.0,1,0,0,0,1,27.55,166,15702
United States of America,Pennsauken,48.0,1.0,48.0,1.0,40.0,0,0,0,0,0,24.45,166,15854
India,Shrirampur,139.0,1.0,9.0,10.0,145.0,4,0,0,0,4,77.5,69,19109
China,Shuangyashan,135.0,1.0,30.0,10.0,135.0,2,0,0,0,2,51.1,33,19114
Sweden,Skoghall,39.0,1.0,39.0,0.0,11.0,0,0,0,0,0,13.25,151,19383
Russian Federation,Narva,35.0,1.0,35.0,0.0,6.0,0,0,0,0,0,10.75,130,14048
India,Narwana,139.0,1.0,57.0,9.0,145.0,3,0,1,0,3,66.8,69,14050
United States of America,Nassau,32.0,1.0,32.0,0.0,7.0,0,0,0,0,0,10.1,166,14060
Russian Federation,Nevinnomyssk,48.0,1.0,48.0,1.0,33.0,0,0,0,0,0,22.349999999999998,130,14246
Russian Federation,Nikolskoye,29.0,1.0,29.0,0.0,10.0,0,0,0,0,0,10.45,130,14385
United States of America,North Richland Hills,69.0,1.0,33.0,5.0,69.0,1,0,0,0,1,30.599999999999998,166,14588
Russian Federation,Novosergiyevka,37.0,1.0,37.0,0.0,29.0,0,0,0,0,0,18.15,130,14707
United States of America,Oakley,50.0,1.0,32.0,5.0,50.0,0,0,0,0,0,24.45,166,14831
Germany,Oberhaching,67.0,1.0,64.0,0.0,67.0,1,0,1,0,1,36.3,58,14844
Argentina,Olavarria,23.0,1.0,21.0,0.0,23.0,0,0,0,0,0,12.149999999999999,5,14975
India,Kanor,139.0,1.0,35.0,0.0,145.0,3,0,0,0,3,57.85,69,9574
India,Kanpur,139.0,1.0,68.5,1.0,145.0,3,0,3,0,3,93.2,69,9575
Pakistan,Kashmor,139.0,1.0,50.0,1.0,145.0,3,0,0,0,3,65.45,116,9718
Poland,Katowice,80.0,1.0,36.0,4.0,80.0,1,0,0,0,1,34.2,123,9764
Spain,Dos Hermanas,28.0,1.0,28.0,1.0,14.0,0,0,0,0,0,11.45,146,5537
United Kingdom of Great Britain and Northern Ireland,Droitwich,31.0,1.0,31.0,4.0,24.0,0,0,0,0,0,16.15,164,5582
Russian Federation,Dugulubgey,46.0,1.0,44.0,1.0,46.0,0,0,0,0,0,25.249999999999996,130,5620
United States of America,Dunmore,64.0,1.0,30.0,6.0,64.0,1,0,0,0,1,28.599999999999998,166,5664
United States of America,Elmhurst,67.0,1.0,14.0,10.0,67.0,1,0,0,0,1,28.749999999999996,166,5964
United States of America,Emmaus,57.0,1.0,23.0,10.0,57.0,1,0,0,0,1,26.499999999999996,166,5988
United States of America,Fort Stewart,132.0,1.0,20.0,10.0,132.0,2,0,0,0,2,48.2,166,6505
United States of America,Gallatin,72.0,1.0,18.0,10.0,72.0,1,0,0,0,1,30.999999999999996,166,6721
China,Gannan,49.0,1.0,49.0,0.0,32.0,0,0,0,0,0,22.25,33,6757
India,Gannavaram,94.0,1.0,56.0,1.0,94.0,1,0,1,0,1,42.85,69,6758
Germany,Garching,68.0,1.0,38.0,3.0,68.0,1,0,0,0,1,30.849999999999998,58,6777
Germany,Gescher,55.0,1.0,15.0,10.0,55.0,1,0,0,0,1,22.95,58,6932
United States of America,Englewood,72.0,1.0,3.0,10.0,72.0,1,0,0,0,1,25.749999999999996,166,6018
United States of America,Erie,80.0,1.0,4.0,10.0,80.0,1,0,0,0,1,29.85,166,6077
Turkey,Erzincan,55.0,1.0,34.0,0.0,55.0,1,0,0,0,1,25.0,159,6093
India,Etawah,139.0,1.0,68.5,1.0,145.0,3,0,3,0,3,94.8,69,6158
Portugal,Figueira Da Foz,36.0,1.0,36.0,1.0,22.0,0,0,0,0,0,16.05,124,6369
Australia,Flinders,15.0,1.0,15.0,0.0,10.0,0,0,0,0,0,6.75,8,6403
Italy,Fondi,64.0,1.0,39.0,2.0,64.0,1,0,0,0,1,29.65,75,6444
Brazil,Goianapolis,75.0,1.0,3.0,6.0,75.0,1,0,0,0,1,25.15,22,7087
Turkey,Gonen,52.0,1.0,37.0,0.0,52.0,1,0,0,0,1,25.05,159,7135
Cuba,Guisa,79.0,1.0,15.0,5.0,79.0,1,0,0,0,1,29.099999999999998,39,7476
China,Hailar,39.0,1.0,39.0,0.0,30.0,0,0,0,0,0,18.95,33,7612
India,Hanumangarh,139.0,1.0,68.5,0.0,145.0,3,0,3,0,3,88.75,69,7711
Germany,Heide,50.0,1.0,29.0,4.0,50.0,0,0,0,0,0,23.45,58,7869
Germany,Hof,60.0,1.0,31.0,3.0,60.0,1,0,0,0,1,26.7,58,8097
Slovakia,Holic,73.0,1.0,39.0,1.0,73.0,1,0,0,0,1,32.1,140,8121
Nigeria,Ibadan,79.0,1.0,21.0,2.0,79.0,1,0,0,0,1,29.849999999999998,113,8365
Spain,Igualada,45.0,1.0,33.0,2.0,45.0,0,0,0,0,0,22.45,146,8444
Japan,Ikoma,31.0,1.0,31.0,3.0,25.0,0,0,0,0,0,16.2,77,8474
Madagascar,Ikongo,25.0,1.0,21.0,0.0,25.0,0,0,0,0,0,12.95,92,8475
Brazil,Jatai,25.0,1.0,4.0,0.0,25.0,0,0,0,0,0,8.7,22,9007
Uganda,Kabale,82.0,1.0,20.0,1.0,82.0,1,0,0,0,1,30.45,161,9294
Sierra Leone,Kambia,77.0,1.0,18.0,1.0,77.0,1,0,0,0,1,28.249999999999996,138,9465
United States of America,Dania Beach,35.0,1.0,35.0,1.0,30.0,0,0,0,0,0,18.2,166,5044
United States of America,Drexel Hill,45.0,1.0,42.0,2.0,45.0,0,0,0,0,0,24.7,166,5572
Croatia,Dubrovnik,66.0,1.0,45.0,0.0,66.0,1,0,0,0,1,31.25,38,5606
Pakistan,Dullewala,139.0,1.0,68.5,3.0,145.0,3,0,2,0,3,82.39999999999999,116,5629
United Kingdom of Great Britain and Northern Ireland,Dunstable,32.0,1.0,30.0,1.0,32.0,0,0,0,0,0,17.55,164,5666
United States of America,East Millcreek,48.0,1.0,38.0,3.0,48.0,0,0,0,0,0,24.849999999999998,166,5737
United States of America,East Norriton,48.0,1.0,48.0,1.0,41.0,0,0,0,0,0,24.749999999999996,166,5739
United States of America,East Palo Alto,50.0,1.0,32.0,3.0,50.0,0,0,0,0,0,23.95,166,5742
United States of America,East Wenatchee Bench,28.0,1.0,28.0,1.0,28.0,0,0,0,0,0,15.85,166,5754
Turkey,Elmadag,44.0,1.0,44.0,0.0,32.0,0,0,0,0,0,20.8,159,5963
Mexico,Taxco,96.0,1.0,35.0,1.0,96.0,1,0,0,0,1,38.0,100,20513
Mexico,Tepeji,139.0,1.0,33.0,2.0,145.0,3,0,0,0,3,56.050000000000004,100,20637
India,Tiruvalla,86.0,1.0,18.0,4.0,86.0,1,0,0,0,1,31.7,69,20876
United States of America,Tonosho,62.0,1.0,29.0,6.0,62.0,1,0,0,0,1,27.549999999999997,166,21012
Canada,Toronto,38.0,1.0,25.0,3.0,38.0,0,0,0,0,0,18.599999999999998,29,21037
Italy,Trani,57.0,1.0,57.0,0.0,49.0,1,0,1,0,0,29.15,75,21127
United States of America,Troon,38.0,1.0,37.0,0.0,38.0,0,0,0,0,0,20.849999999999998,166,21203
United States of America,Troutdale,55.0,1.0,19.0,8.0,55.0,1,0,0,0,1,23.65,166,21207
United States of America,Tupelo,63.0,1.0,42.0,2.0,63.0,1,0,0,0,1,30.099999999999998,166,21329
Poland,Turek,42.0,1.0,42.0,0.0,35.0,0,0,0,0,0,21.2,123,21341
India,Uklana Mandi,139.0,1.0,68.5,8.0,145.0,3,0,1,0,3,71.3,69,21472
Turkey,Unye,34.0,1.0,34.0,0.0,33.0,0,0,0,0,0,18.599999999999998,159,21540
Chile,Vallenar,17.0,1.0,17.0,1.0,14.0,0,0,0,0,0,8.7,32,21738
India,Vedasandur,100.0,1.0,14.0,7.0,100.0,2,0,0,0,2,35.65,69,21835
Republic of North Macedonia,Veles,72.0,1.0,45.0,0.0,72.0,1,0,0,0,1,33.05,128,21853
Germany,Soltau,43.0,1.0,43.0,0.0,26.0,0,0,0,0,0,18.75,58,19515
United States of America,South Hadley,48.0,1.0,42.0,1.0,48.0,0,0,0,0,0,25.349999999999998,166,19615
Netherlands,Staphorst,37.0,1.0,37.0,0.0,28.0,0,0,0,0,0,17.65,109,19752
Kazakhstan,Stepnogorsk,27.0,1.0,27.0,0.0,24.0,0,0,0,0,0,14.149999999999999,79,19805
United States of America,Streator,57.0,1.0,40.0,1.0,57.0,1,0,0,0,1,27.549999999999997,166,19856
Germany,Sulzbach,64.0,1.0,55.0,0.0,64.0,1,0,1,0,1,33.150000000000006,58,19958
India,Sundargarh,139.0,1.0,63.0,2.0,145.0,3,0,1,0,3,63.65,69,19986
Russian Federation,Sunzha,40.0,1.0,39.0,1.0,40.0,0,0,0,0,0,22.2,130,20012
Serbia,Surcin,66.0,1.0,65.0,0.0,66.0,1,0,1,0,1,36.25,136,20033
Thailand,Suwannaphum,99.0,1.0,15.0,5.0,99.0,1,0,0,0,1,35.1,155,20069
United States of America,Svetlyy,35.0,1.0,35.0,0.0,21.0,0,0,0,0,0,15.25,166,20084
Poland,Szydlowiec,44.0,1.0,44.0,0.0,40.0,0,0,0,0,0,23.2,123,20147
Russian Federation,Taganrog,42.0,1.0,42.0,1.0,17.0,0,0,0,0,0,16.05,130,20192
Venezuela (Bolivarian Republic of),Tariba,53.0,1.0,19.0,0.0,53.0,1,0,0,0,1,20.849999999999998,170,20434
Germany,Taufkirchen,68.0,1.0,64.0,0.0,68.0,1,0,1,0,1,36.6,58,20489
United States of America,University Park,74.0,1.0,68.5,2.0,24.0,1,0,1,0,0,26.4,166,21534
Mexico,Valle Hermoso,35.0,1.0,30.0,0.0,35.0,0,0,0,0,0,18.2,100,21734
Switzerland,Vevey,54.0,1.0,41.0,0.0,54.0,1,0,0,0,1,26.65,152,21949
Côte d'Ivoire,Ndouci,40.0,1.0,17.0,0.0,40.0,0,0,0,0,0,16.45,42,14135
Bangladesh,Netrakona,60.0,1.0,42.0,0.0,60.0,1,0,0,0,1,28.7,12,14214
India,Murliganj,66.0,1.0,46.0,1.0,66.0,1,0,0,0,1,31.95,69,13724
United Republic of Tanzania,Nachingwea,41.0,1.0,20.0,0.0,41.0,0,0,0,0,0,17.299999999999997,165,13828
China,Nanpiao,71.0,1.0,68.5,1.0,65.0,1,0,1,0,1,37.9,33,13985
Poland,Nowa Ruda,74.0,1.0,39.0,1.0,74.0,1,0,0,0,1,32.400000000000006,123,14727
Mexico,Mineral Del Monte,119.0,1.0,15.0,4.0,119.0,2,0,0,0,2,40.65,100,13116
Italy,Misterbianco,56.0,1.0,45.0,1.0,56.0,1,0,0,0,1,28.5,75,13189
Brazil,Monte Siao,41.0,1.0,7.0,2.0,41.0,0,0,0,0,0,14.749999999999998,22,13386
United States of America,Montgomery,65.0,1.0,11.0,10.0,65.0,1,0,0,0,1,25.85,166,13427
Indonesia,Metro,63.0,1.0,39.0,0.0,63.0,1,0,0,0,1,28.849999999999998,70,12972
Poland,Gliwice,61.0,1.0,44.0,1.0,61.0,1,0,0,0,1,29.75,123,7043
Denmark,Grenaa,47.0,1.0,47.0,0.0,12.0,0,0,0,0,0,15.549999999999999,44,7299
Italy,Grottaglie,65.0,1.0,65.0,0.0,64.0,1,0,1,0,1,35.650000000000006,75,7346
Russian Federation,Gulkevichi,48.0,1.0,48.0,0.0,23.0,0,0,0,0,0,19.099999999999998,130,7492
Russian Federation,Gvardeysk,35.0,1.0,35.0,0.0,21.0,0,0,0,0,0,15.25,130,7548
United States of America,Hartselle,52.0,1.0,52.0,1.0,49.0,1,0,1,0,0,28.15,166,7764
Japan,Hashimoto,63.0,1.0,27.0,6.0,63.0,1,0,0,0,1,27.349999999999998,77,7777
Netherlands,Hengelo,38.0,1.0,38.0,0.0,32.0,0,0,0,0,0,19.3,109,7911
Netherlands,Hilvarenbeek,44.0,1.0,39.0,1.0,44.0,0,0,0,0,0,23.4,109,8023
Tajikistan,Hisor,139.0,1.0,26.0,1.0,144.0,2,0,0,0,2,50.15,154,8062
Germany,Hosbach,61.0,1.0,57.0,0.0,61.0,1,0,1,0,1,32.75,58,8198
China,Hulan Ergi,113.0,1.0,33.0,9.0,113.0,2,0,0,0,2,45.199999999999996,33,8308
Israel,Iksal,51.0,1.0,46.0,3.0,51.0,1,0,0,0,1,27.749999999999996,74,8478
Italy,Ispica,52.0,1.0,47.0,1.0,52.0,1,0,0,0,1,27.8,75,8706
Brazil,Itauna,38.0,1.0,24.0,0.0,38.0,0,0,0,0,0,17.599999999999998,22,8790
Ukraine,Izmayil,51.0,1.0,43.0,0.0,51.0,1,0,0,0,1,26.249999999999996,162,8851
Brazil,Jau,58.0,1.0,26.0,0.0,58.0,1,0,0,0,1,24.099999999999998,22,9018
France,Joinville Le Pont,71.0,1.0,45.0,1.0,71.0,1,0,0,0,1,33.0,54,9205
Guatemala,Joyabaj,46.0,1.0,24.0,0.0,46.0,0,0,0,0,0,19.999999999999996,61,9230
Malaysia,Juru,139.0,1.0,27.0,9.0,145.0,3,0,0,0,3,54.6,94,9275
United States of America,Keene,36.0,1.0,36.0,0.0,33.0,0,0,0,0,0,19.099999999999998,166,9843
Indonesia,Kertosono,139.0,1.0,10.0,10.0,145.0,3,0,0,0,3,57.949999999999996,70,9923
Turkey,Keskin,45.0,1.0,45.0,0.0,31.0,0,0,0,0,0,20.749999999999996,159,9934
France,Lingolsheim,52.0,1.0,29.0,4.0,52.0,1,0,0,0,1,24.25,54,11542
Germany,Linnich,50.0,1.0,31.0,3.0,50.0,0,0,0,0,0,23.7,58,11553
United States of America,Loutrakion,62.0,1.0,44.0,0.0,62.0,1,0,0,0,1,29.799999999999997,166,11789
United States of America,Lunenburg,68.0,1.0,13.0,10.0,68.0,1,0,0,0,1,27.549999999999997,166,11893
Thailand,Mae Chan,32.0,1.0,25.0,0.0,32.0,0,0,0,0,0,15.85,155,12050
Sri Lanka,Maharagama,67.0,1.0,22.0,0.0,67.0,1,0,0,0,1,25.599999999999998,147,12098
United Kingdom of Great Britain and Northern Ireland,Maidenhead,27.0,1.0,23.0,5.0,27.0,0,0,0,0,0,15.299999999999999,164,12125
United Republic of Tanzania,Makuyuni,23.0,1.0,16.0,0.0,23.0,0,0,0,0,0,10.899999999999999,165,12189
Lithuania,Marijampole,26.0,1.0,26.0,1.0,26.0,0,0,0,0,0,14.75,90,12523
Germany,Marktheidenfeld,62.0,1.0,36.0,3.0,62.0,1,0,0,0,1,28.549999999999997,58,12546
Democratic Republic of the Congo,Mbuji Mayi,139.0,1.0,43.0,9.0,145.0,4,0,0,0,4,97.0,43,12792
Italy,Melfi,50.0,1.0,43.0,2.0,50.0,0,0,0,0,0,26.45,75,12860
United States of America,Melvindale,34.0,1.0,33.0,5.0,34.0,0,0,0,0,0,19.9,166,12880
Switzerland,Langenthal,52.0,1.0,21.0,3.0,52.0,1,0,0,0,1,21.8,152,11120
China,Lanxi,139.0,1.0,68.5,1.0,103.0,2,0,2,0,2,68.0,33,11136
Italy,Lavello,52.0,1.0,44.0,2.0,52.0,1,0,0,0,1,27.3,75,11221
Spain,Lena,37.0,1.0,37.0,2.0,23.0,0,0,0,0,0,16.849999999999998,146,11343
Nigeria,Lere,63.0,1.0,20.0,1.0,63.0,1,0,0,0,1,24.549999999999997,113,11383
France,Les Abymes,119.0,1.0,25.0,0.0,119.0,2,0,0,0,2,42.15,54,11389
