Country,City,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,AQI Category_encoded,CO AQI Category_encoded,Ozone AQI Category_encoded,NO2 AQI Category_encoded,PM2.5 AQI Category_encoded,Total_Pollution_Score,Country_encoded,City_encoded
United States of America,Porterville,52.0,1.0,22.0,5.0,52.0,1,0,0,0,1,22.55,166,16443
United States of America,Pottstown,44.0,1.0,42.0,2.0,44.0,0,0,0,0,0,24.4,166,16489
Germany,Prien,68.0,1.0,64.0,0.0,68.0,1,0,1,0,1,36.6,58,16564
Colombia,Puerto Asis,10.0,1.0,4.0,0.0,10.0,0,0,0,0,0,4.2,34,16643
Bhutan,Punakha,21.0,1.0,15.0,0.0,21.0,0,0,0,0,0,10.25,18,16701
Colombia,Purificacion,50.0,1.0,12.0,1.0,50.0,0,0,0,0,0,18.45,34,16723
India,Pusad,139.0,1.0,28.0,4.0,145.0,3,0,0,0,3,55.199999999999996,69,16737
China,Puyang,139.0,1.0,68.5,10.0,145.0,3,0,1,0,3,74.1,33,16753
Afghanistan,Qandahar,56.0,1.0,33.0,0.0,56.0,1,0,0,0,1,25.05,0,16769
Iran (Islamic Republic of),Qazvin,139.0,1.0,68.5,3.0,145.0,3,0,2,0,3,78.15,71,16778
Brazil,Quatro Barras,40.0,1.0,17.0,1.0,40.0,0,0,0,0,0,16.7,22,16825
Brazil,Quixada,22.0,1.0,22.0,0.0,21.0,0,0,0,0,0,11.8,22,16868
Guatemala,Rabinal,44.0,1.0,23.0,0.0,44.0,0,0,0,0,0,19.15,61,16883
Sri Lanka,Ragama,89.0,1.0,20.0,3.0,89.0,1,0,0,0,1,32.650000000000006,147,16924
India,Raghudebbati,139.0,1.0,5.0,10.0,145.0,3,0,0,0,3,66.39999999999999,69,16926
India,Raigarh,139.0,1.0,63.0,2.0,145.0,3,0,1,0,3,64.35,69,16937
Brazil,Nilopolis,88.0,1.0,35.0,3.0,88.0,1,0,0,0,1,36.1,22,14395
Russian Federation,Nizhnyaya Tura,41.0,1.0,41.0,0.0,39.0,0,0,0,0,0,22.15,130,14451
United States of America,Norco,105.0,1.0,15.0,10.0,105.0,2,0,0,0,2,40.85,166,14520
United States of America,North Aurora,49.0,1.0,38.0,2.0,49.0,0,0,0,0,0,24.9,166,14545
Slovenia,Nova Gorica,77.0,1.0,47.0,0.0,77.0,1,0,0,0,1,35.05,141,14638
Brazil,Nova Olinda Do Norte,44.0,1.0,4.0,0.0,44.0,0,0,0,0,0,14.399999999999999,22,14649
Russian Federation,Novouzensk,49.0,1.0,49.0,0.0,11.0,0,0,0,0,0,15.75,130,14718
Russian Federation,Novyy Urengoy,73.0,1.0,23.0,0.0,73.0,1,0,0,0,1,27.849999999999998,130,14725
El Salvador,Nueva San Salvador,75.0,1.0,17.0,4.0,75.0,1,0,0,0,1,28.15,48,14754
Pakistan,Nushki,116.0,1.0,35.0,1.0,116.0,2,0,0,0,2,43.8,116,14784
United States of America,Oakville,82.0,1.0,41.0,7.0,82.0,1,0,0,0,1,36.99999999999999,166,14833
Germany,Ochtrup,39.0,1.0,39.0,0.0,35.0,0,0,0,0,0,20.45,58,14877
Nicaragua,Ocotal,32.0,1.0,18.0,0.0,32.0,0,0,0,0,0,14.299999999999999,111,14883
United States of America,Ogden,49.0,1.0,32.0,4.0,49.0,0,0,0,0,0,23.9,166,14927
Japan,Okaya,133.0,1.0,4.0,10.0,133.0,2,0,0,0,2,44.5,77,14953
Honduras,Olanchito,75.0,1.0,14.0,0.0,75.0,1,0,0,0,1,26.2,66,14973
Germany,Olching,67.0,1.0,62.0,0.0,67.0,1,0,1,0,1,35.8,58,14979
Germany,Oldenburg,39.0,1.0,39.0,0.0,29.0,0,0,0,0,0,18.65,58,14984
Portugal,Oliveira Do Douro,41.0,1.0,41.0,0.0,19.0,0,0,0,0,0,15.95,124,15010
United States of America,Olympia,40.0,1.0,31.0,4.0,40.0,0,0,0,0,0,20.95,166,15030
Mongolia,Ondorhaan,61.0,1.0,32.0,0.0,61.0,1,0,0,0,1,26.7,102,15055
Japan,Ono,81.0,1.0,24.0,10.0,81.0,1,0,0,0,1,33.699999999999996,77,15063
Italy,Orta Nova,66.0,1.0,66.0,0.0,47.0,1,0,1,0,0,30.8,75,15152
Burkina Faso,Ouargaye,49.0,1.0,26.0,0.0,49.0,0,0,0,0,0,21.4,24,15246
Brazil,Padre Paraiso,22.0,1.0,22.0,0.0,19.0,0,0,0,0,0,11.2,22,15348
United States of America,Paducah,77.0,1.0,49.0,3.0,77.0,1,0,0,0,1,36.3,166,15349
India,Pandhurna,139.0,1.0,17.0,7.0,145.0,3,0,0,0,3,55.2,69,15511
Afghanistan,Panjab,83.0,1.0,28.0,0.0,83.0,1,0,0,0,1,31.9,0,15524
Bangladesh,Parbatipur,101.0,1.0,29.0,7.0,101.0,2,0,0,0,2,39.9,12,15604
India,Patnagarh,139.0,1.0,54.0,1.0,145.0,3,0,1,0,3,61.25,69,15717
Indonesia,Pecangakan,139.0,1.0,10.0,10.0,145.0,3,0,0,0,3,52.1,70,15777
Ecuador,Pedro Carbo,58.0,1.0,24.0,1.0,58.0,1,0,0,0,1,23.849999999999998,46,15801
United States of America,Pekin,58.0,1.0,42.0,1.0,58.0,1,0,0,0,1,28.349999999999998,166,15818
Hungary,Baja,59.0,1.0,59.0,0.0,52.0,1,0,1,0,1,30.55,67,1544
Romania,Bals,54.0,1.0,54.0,0.0,42.0,1,0,1,0,0,26.3,129,1615
Netherlands,Barendrecht,39.0,1.0,39.0,1.0,32.0,0,0,0,0,0,19.8,109,1801
Venezuela (Bolivarian Republic of),Barinitas,52.0,1.0,16.0,0.0,52.0,1,0,0,0,1,19.8,170,1818
France,Bastia,80.0,1.0,68.5,1.0,25.0,1,0,1,0,0,27.95,54,1912
Brazil,Batalha,22.0,1.0,22.0,0.0,14.0,0,0,0,0,0,9.7,22,1924
France,Beaucaire,51.0,1.0,51.0,0.0,39.0,1,0,1,0,0,24.65,54,1998
Belgium,Beersel,53.0,1.0,38.0,2.0,53.0,1,0,0,0,1,26.099999999999998,15,2034
Iran (Islamic Republic of),Behshahr,139.0,1.0,32.0,2.0,145.0,3,0,0,0,3,55.099999999999994,71,2046
China,Beian,95.0,1.0,35.0,3.0,95.0,1,0,0,0,1,38.6,33,2047
India,Belgaum,59.0,1.0,27.0,2.0,59.0,1,0,0,0,1,25.15,69,2091
United States of America,Bellingham,50.0,1.0,26.0,7.0,50.0,0,0,0,0,0,23.65,166,2110
United States of America,Benaulim,56.0,1.0,19.0,1.0,56.0,1,0,0,0,1,22.0,166,2152
India,Beniganj,139.0,1.0,39.0,10.0,145.0,3,0,0,0,3,60.74999999999999,69,2176
Nigeria,Benin,55.0,1.0,25.0,0.0,55.0,1,0,0,0,1,22.95,113,2177
Netherlands,Bergschenhoek,38.0,1.0,38.0,1.0,32.0,0,0,0,0,0,19.55,109,2225
India,Bhikangaon,139.0,1.0,32.0,2.0,145.0,3,0,0,0,3,61.099999999999994,69,2351
India,Bhilwara,139.0,1.0,25.0,5.0,145.0,3,0,0,0,3,55.1,69,2354
India,Bihariganj,139.0,1.0,35.0,8.0,145.0,3,0,0,0,3,56.55,69,2424
India,Bikapur,139.0,1.0,51.0,7.0,145.0,3,0,1,0,3,63.9,69,2435
India,Bilhaur,139.0,1.0,45.0,9.0,145.0,3,0,0,0,3,66.2,69,2450
Thailand,Bo Rai,40.0,1.0,15.0,1.0,40.0,0,0,0,0,0,16.2,155,2598
Russian Federation,Bodaybo,33.0,1.0,18.0,1.0,33.0,0,0,0,0,0,15.05,130,2630
Turkey,Bodrum,56.0,1.0,56.0,1.0,26.0,1,0,1,0,0,22.25,159,2641
Germany,Bopfingen,64.0,1.0,51.0,0.0,64.0,1,0,1,0,1,32.15,58,2757
Côte d'Ivoire,Boundiali,21.0,1.0,20.0,0.0,21.0,0,0,0,0,0,11.5,42,2849
Romania,Braila,50.0,1.0,47.0,0.0,50.0,0,0,0,0,0,26.95,129,2894
France,Briancon,54.0,1.0,38.0,0.0,54.0,1,0,0,0,1,25.7,54,2965
Czechia,Brno,73.0,1.0,46.0,0.0,73.0,1,0,0,0,1,33.6,41,2990
Philippines,Bugo,53.0,1.0,18.0,3.0,53.0,1,0,0,0,1,21.349999999999998,122,3108
Malaysia,Bukit Mertajam,139.0,1.0,24.0,10.0,145.0,3,0,0,0,3,54.1,94,3127
Philippines,Buluangan,73.0,1.0,27.0,2.0,73.0,1,0,0,0,1,29.349999999999998,122,3151
Germany,Burscheid,55.0,1.0,44.0,1.0,55.0,1,0,0,0,1,27.95,58,3214
United Kingdom of Great Britain and Northern Ireland,Buxton,40.0,1.0,34.0,1.0,40.0,0,0,0,0,0,20.95,164,3255
Romania,Buzau,53.0,1.0,45.0,0.0,53.0,1,0,0,0,1,27.349999999999998,129,3258
Poland,Bytom,64.0,1.0,44.0,1.0,64.0,1,0,0,0,1,30.65,123,3268
United States of America,Cabo Rojo,110.0,1.0,28.0,0.0,110.0,2,0,0,0,2,40.0,166,3287
Brazil,Cacoal,42.0,1.0,6.0,0.0,42.0,0,0,0,0,0,14.299999999999999,22,3314
Brazil,Cajuru,50.0,1.0,21.0,0.0,50.0,0,0,0,0,0,20.45,22,3358
Germany,Calbe,44.0,1.0,44.0,0.0,42.0,0,0,0,0,0,23.8,58,3377
United States of America,Camara De Lobos,26.0,1.0,26.0,0.0,9.0,0,0,0,0,0,9.2,166,3435
Viet Nam,Can Tho,139.0,1.0,7.0,10.0,145.0,3,0,0,0,3,50.7,171,3510
Brazil,Candido Mota,43.0,1.0,20.0,0.0,43.0,0,0,0,0,0,18.099999999999998,22,3525
United States of America,Carmel,56.0,1.0,42.0,1.0,56.0,1,0,0,0,1,27.75,166,3649
Brazil,Carutapera,23.0,1.0,20.0,0.0,23.0,0,0,0,0,0,11.899999999999999,22,3704
United States of America,Cathedral City,51.0,1.0,35.0,3.0,51.0,1,0,0,0,1,24.999999999999996,166,3811
Brazil,Caucaia,31.0,1.0,24.0,0.0,31.0,0,0,0,0,0,15.299999999999999,22,3820
Italy,Cecina,83.0,1.0,68.5,0.0,35.0,1,0,1,0,0,31.45,75,3845
Ireland,Celbridge,42.0,1.0,42.0,0.0,37.0,0,0,0,0,0,21.8,73,3863
Peru,Celendin,14.0,1.0,8.0,0.0,14.0,0,0,0,0,0,6.2,121,3864
France,Cernay,66.0,1.0,55.0,0.0,66.0,1,0,1,0,1,33.75,54,3890
France,Chateaurenard,49.0,1.0,49.0,0.0,40.0,0,0,0,0,0,24.45,54,4060
China,Chengdu,139.0,1.0,0.0,10.0,145.0,5,0,0,1,5,137.4,33,4115
Russian Federation,Chernogorsk,37.0,1.0,18.0,7.0,37.0,0,0,0,0,0,17.55,130,4138
Russian Federation,Chernushka,40.0,1.0,40.0,0.0,11.0,0,0,0,0,0,13.5,130,4139
United States of America,Chillum,51.0,1.0,51.0,1.0,39.0,1,0,1,0,0,24.9,166,4236
United States of America,Chino Hills,113.0,1.0,15.0,10.0,113.0,2,0,0,0,2,43.25,166,4260
Italy,Chivasso,81.0,1.0,66.0,0.0,81.0,1,0,1,0,1,41.0,75,4300
Poland,Chojnice,41.0,1.0,41.0,0.0,19.0,0,0,0,0,0,16.15,123,4313
Italy,Aci Catena,105.0,1.0,43.0,0.0,105.0,2,0,0,0,2,42.45,75,103
India,Alanganallur,139.0,1.0,13.0,9.0,139.0,2,0,0,0,2,47.8,69,336
Germany,Alzenau,58.0,1.0,58.0,0.0,58.0,1,0,1,0,1,32.1,58,565
Togo,Amlame,56.0,1.0,27.0,0.0,56.0,1,0,0,0,1,23.75,156,645
Madagascar,Ampanihy,26.0,1.0,26.0,0.0,26.0,0,0,0,0,0,14.3,92,657
Russian Federation,Anzhero Sudzhensk,34.0,1.0,17.0,2.0,34.0,0,0,0,0,0,15.149999999999999,130,833
Brazil,Araruama,34.0,1.0,29.0,0.0,34.0,0,0,0,0,0,17.45,22,923
Ethiopia,Areka,53.0,1.0,17.0,0.0,53.0,1,0,0,0,1,20.349999999999998,52,962
United States of America,Arroyo Grande,51.0,1.0,25.0,3.0,51.0,1,0,0,0,1,22.499999999999996,166,1031
Switzerland,Arth,52.0,1.0,45.0,0.0,52.0,1,0,0,0,1,27.05,152,1041
United States of America,Ashtabula,58.0,1.0,35.0,2.0,58.0,1,0,0,0,1,26.849999999999998,166,1104
Afghanistan,Asmar,139.0,1.0,48.0,1.0,145.0,3,0,0,0,3,57.949999999999996,0,1118
Italy,Assemini,67.0,1.0,67.0,0.0,21.0,1,0,1,0,0,23.25,75,1130
Paraguay,Asuncion,26.0,1.0,16.0,0.0,26.0,0,0,0,0,0,11.8,120,1145
United States of America,Atascadero,54.0,1.0,20.0,4.0,54.0,1,0,0,0,1,22.599999999999998,166,1158
India,Athgarh,136.0,1.0,30.0,8.0,136.0,2,0,0,0,2,50.9,69,1170
India,Athni,121.0,1.0,27.0,4.0,121.0,2,0,0,0,2,44.449999999999996,69,1175
Russian Federation,Ayutinskiy,45.0,1.0,45.0,1.0,25.0,0,0,0,0,0,19.2,130,1303
Germany,Bad Aibling,66.0,1.0,65.0,0.0,66.0,1,0,1,0,1,36.25,58,1367
Germany,Bad Kreuznach,60.0,1.0,60.0,0.0,58.0,1,0,1,0,1,32.6,58,1386
United Kingdom of Great Britain and Northern Ireland,Dartford,33.0,1.0,33.0,0.0,27.0,0,0,0,0,0,16.35,164,5080
Ethiopia,Debre Tabor,53.0,1.0,20.0,0.0,53.0,1,0,0,0,1,21.099999999999998,52,5143
United States of America,Del Rio,51.0,1.0,22.0,1.0,51.0,1,0,0,0,1,21.049999999999997,166,5175
United States of America,Denver,53.0,1.0,27.0,6.0,53.0,1,0,0,0,1,24.349999999999998,166,5223
India,Devadanapatti,101.0,1.0,11.0,6.0,101.0,2,0,0,0,2,34.949999999999996,69,5273
India,Dharampur,86.0,1.0,21.0,1.0,86.0,1,0,0,0,1,31.5,69,5305
India,Dhing,124.0,1.0,20.0,8.0,124.0,2,0,0,0,2,44.99999999999999,69,5322
Ethiopia,Dire Dawa,111.0,1.0,23.0,1.0,111.0,2,0,0,0,2,39.5,52,5414
United States of America,Dixon,44.0,1.0,28.0,5.0,44.0,0,0,0,0,0,21.65,166,5426
Benin,Djougou,54.0,1.0,29.0,0.0,54.0,1,0,0,0,1,23.65,17,5431
Turkey,Dortyol,40.0,1.0,40.0,0.0,26.0,0,0,0,0,0,18.0,159,5536
United States of America,Douglasville,45.0,1.0,45.0,5.0,40.0,0,0,0,0,0,24.7,166,5547
Germany,Dresden,54.0,1.0,44.0,0.0,54.0,1,0,0,0,1,27.4,58,5569
Italy,Dueville,83.0,1.0,48.0,0.0,83.0,1,0,0,0,1,37.1,75,5617
Indonesia,Dumai,70.0,1.0,16.0,0.0,70.0,1,0,0,0,1,25.4,70,5636
United Kingdom of Great Britain and Northern Ireland,East Kilbride,38.0,1.0,38.0,1.0,37.0,0,0,0,0,0,21.05,164,5728
United States of America,East Los Angeles,139.0,1.0,12.0,10.0,145.0,3,0,0,0,3,56.4,166,5734
United Kingdom of Great Britain and Northern Ireland,Eastbourne,33.0,1.0,33.0,0.0,25.0,0,0,0,0,0,15.75,164,5755
United States of America,Edina,52.0,1.0,32.0,1.0,52.0,1,0,0,0,1,24.05,166,5801
Colombia,El Bagre,64.0,1.0,24.0,0.0,64.0,1,0,0,0,1,25.4,34,5857
United States of America,Eldersburg,50.0,1.0,50.0,1.0,38.0,0,0,0,0,0,24.349999999999998,166,5923
United Kingdom of Great Britain and Northern Ireland,Elgin,36.0,1.0,36.0,0.0,33.0,0,0,0,0,0,19.099999999999998,164,5933
Andorra,Encamp,32.0,1.0,32.0,0.0,24.0,0,0,0,0,0,15.399999999999999,3,5999
Uganda,Entebbe,54.0,1.0,21.0,0.0,54.0,1,0,0,0,1,21.65,161,6033
United States of America,Estelle,34.0,1.0,27.0,1.0,34.0,0,0,0,0,0,17.2,166,6148
United States of America,Eustis,72.0,1.0,68.5,1.0,23.0,1,0,1,0,0,25.349999999999998,166,6176
France,Eysines,42.0,1.0,42.0,0.0,22.0,0,0,0,0,0,17.3,54,6196
Greece,Farsala,106.0,1.0,42.0,0.0,106.0,2,0,0,0,2,42.5,60,6279
Italy,Ferentino,65.0,1.0,65.0,0.0,50.0,1,0,1,0,0,31.45,75,6332
Italy,Fiorano Modenese,57.0,1.0,56.0,0.0,57.0,1,0,1,0,1,31.299999999999997,75,6383
Canada,Fort Erie,47.0,1.0,31.0,1.0,47.0,0,0,0,0,0,22.3,29,6492
United States of America,Fort Smith,58.0,1.0,55.0,0.0,58.0,1,0,1,0,1,31.349999999999998,166,6504
United States of America,Franconia,50.0,1.0,50.0,1.0,38.0,0,0,0,0,0,24.349999999999998,166,6548
China,Fuli,133.0,1.0,30.0,10.0,133.0,2,0,0,0,2,51.0,33,6643
China,Gaomi,139.0,1.0,68.5,10.0,139.0,2,0,1,0,2,63.449999999999996,33,6765
United States of America,Garland,69.0,1.0,31.0,5.0,69.0,1,0,0,0,1,30.099999999999998,166,6803
Belgium,Gavere,49.0,1.0,37.0,2.0,49.0,0,0,0,0,0,24.65,15,6840
Ethiopia,Gebre Guracha,54.0,1.0,25.0,0.0,54.0,1,0,0,0,1,22.65,52,6861
Russian Federation,Gelendzhik,39.0,1.0,39.0,0.0,17.0,0,0,0,0,0,15.049999999999999,130,6880
France,Genas,69.0,1.0,54.0,0.0,69.0,1,0,1,0,1,34.400000000000006,54,6891
Argentina,General Pico,15.0,1.0,15.0,0.0,14.0,0,0,0,0,0,7.95,5,6897
India,Maharajganj,139.0,1.0,49.0,7.0,145.0,3,0,0,0,3,65.69999999999999,69,12099
Germany,Maisach,67.0,1.0,62.0,0.0,67.0,1,0,1,0,1,35.8,58,12147
Germany,Malsch,66.0,1.0,61.0,0.0,66.0,1,0,1,0,1,35.25,58,12249
Germany,Manching,65.0,1.0,56.0,0.0,65.0,1,0,1,0,1,33.7,58,12297
Philippines,Manukan,36.0,1.0,21.0,0.0,36.0,0,0,0,0,0,16.249999999999996,122,12405
Brazil,Maragogi,23.0,1.0,23.0,0.0,14.0,0,0,0,0,0,9.95,22,12445
India,Marandahalli,98.0,1.0,19.0,7.0,98.0,1,0,0,0,1,36.3,69,12455
Hungary,Marcali,66.0,1.0,66.0,0.0,55.0,1,0,1,0,1,33.2,67,12473
Brazil,Marechal Deodoro,24.0,1.0,24.0,0.0,15.0,0,0,0,0,0,10.5,22,12486
Brazil,Colorado,35.0,1.0,19.0,0.0,35.0,0,0,0,0,0,15.45,22,4594
Cuba,Contramaestre,87.0,1.0,38.0,0.0,87.0,1,0,0,0,1,35.8,39,4668
Italy,Corsico,87.0,1.0,67.0,0.0,87.0,1,0,1,0,1,43.05,75,4749
Romania,Covasna,48.0,1.0,41.0,0.0,48.0,0,0,0,0,0,24.849999999999998,129,4792
France,Croix,45.0,1.0,38.0,1.0,45.0,0,0,0,0,0,23.45,54,4843
United States of America,Da Nang,65.0,1.0,23.0,2.0,65.0,1,0,0,0,1,26.15,166,4958
Russian Federation,Dorogobuzh,32.0,1.0,32.0,0.0,22.0,0,0,0,0,0,14.799999999999999,130,5532
United States of America,Dubuque,41.0,1.0,38.0,2.0,41.0,0,0,0,0,0,22.499999999999996,166,5608
United States of America,Duxbury,52.0,1.0,26.0,10.0,52.0,1,0,0,0,1,24.8,166,5688
United States of America,East Lansing,35.0,1.0,31.0,4.0,35.0,0,0,0,0,0,19.45,166,5730
Mexico,Ecatepec,139.0,1.0,4.0,10.0,145.0,3,0,0,0,3,63.949999999999996,100,5778
Netherlands,Eijsden,53.0,1.0,30.0,3.0,53.0,1,0,0,0,1,24.349999999999998,109,5833
Russian Federation,Elista,37.0,1.0,37.0,0.0,9.0,0,0,0,0,0,12.149999999999999,130,5937
India,Dalsingh Sarai,139.0,1.0,68.5,1.0,145.0,3,0,3,0,3,90.44999999999999,69,5015
Côte d'Ivoire,Danane,82.0,1.0,18.0,1.0,82.0,1,0,0,0,1,29.749999999999996,42,5035
Côte d'Ivoire,Daoukro,48.0,1.0,17.0,0.0,48.0,0,0,0,0,0,18.849999999999998,42,5059
Iran (Islamic Republic of),Darab,84.0,1.0,49.0,0.0,84.0,1,0,0,0,1,37.650000000000006,71,5064
United States of America,Dearborn Heights,34.0,1.0,34.0,5.0,34.0,0,0,0,0,0,20.15,166,5137
China,Deyang,139.0,1.0,50.0,10.0,145.0,3,0,0,0,3,66.44999999999999,33,5287
United States of America,Doctor Phillips,68.0,1.0,6.0,10.0,68.0,1,0,0,0,1,26.799999999999997,166,5446
India,Dod Ballapur,63.0,1.0,22.0,0.0,63.0,1,0,0,0,1,24.4,69,5447
Belgium,Enghien,51.0,1.0,26.0,5.0,51.0,1,0,0,0,1,23.249999999999996,15,6016
Cuba,Esperanza,55.0,1.0,18.0,3.0,55.0,1,0,0,0,1,21.95,39,6130
Colombia,Facatativa,121.0,1.0,8.0,10.0,121.0,2,0,0,0,2,42.349999999999994,34,6201
Ukraine,Fastiv,37.0,1.0,37.0,1.0,16.0,0,0,0,0,0,14.5,162,6285
Pakistan,Fatehpur,139.0,1.0,68.5,0.0,145.0,3,0,2,0,3,88.75,116,6289
Spain,Fene,32.0,1.0,32.0,2.0,24.0,0,0,0,0,0,15.899999999999999,146,6319
China,Fenyi,139.0,1.0,68.5,2.0,85.0,2,0,2,0,1,61.6,33,6330
Belgium,Fleurus,58.0,1.0,25.0,5.0,58.0,1,0,0,0,1,25.099999999999998,15,6401
Brazil,Fonte Boa,19.0,1.0,3.0,0.0,19.0,0,0,0,0,0,6.65,22,6449
United States of America,Forest Lake,48.0,1.0,40.0,2.0,48.0,0,0,0,0,0,25.099999999999998,166,6466
India,Kharela,139.0,1.0,68.5,3.0,145.0,3,0,2,0,3,83.29999999999998,69,10000
Thailand,Khon Kaen,96.0,1.0,20.0,4.0,96.0,1,0,0,0,1,35.199999999999996,155,10043
Japan,Kikugawa,71.0,1.0,33.0,6.0,71.0,1,0,0,0,1,31.45,77,10107
United Kingdom of Great Britain and Northern Ireland,Kilmarnock,35.0,1.0,35.0,1.0,35.0,0,0,0,0,0,19.7,164,10119
Malaysia,Kinarut,54.0,1.0,11.0,4.0,54.0,1,0,0,0,1,20.349999999999998,94,10129
United States of America,Kingsport,37.0,1.0,37.0,5.0,28.0,0,0,0,0,0,19.299999999999997,166,10147
Congo,Kinkala,68.0,1.0,41.0,0.0,68.0,1,0,0,0,1,31.049999999999997,36,10154
Germany,Kolbermoor,66.0,1.0,64.0,0.0,66.0,1,0,1,0,1,36.0,58,10340
Hungary,Koszeg,63.0,1.0,62.0,0.0,63.0,1,0,1,0,1,34.6,67,10486
India,Kumta,27.0,1.0,24.0,0.0,27.0,0,0,0,0,0,14.1,69,10724
Japan,Kuroiso,66.0,1.0,13.0,10.0,66.0,1,0,0,0,1,26.25,77,10769
Sri Lanka,Kurunegala,77.0,1.0,17.0,4.0,77.0,1,0,0,0,1,28.549999999999997,147,10782
India,Kuzhithurai,68.0,1.0,24.0,2.0,68.0,1,0,0,0,1,27.099999999999998,69,10817
Bolivia (Plurinational State of),La Guardia,25.0,1.0,10.0,0.0,25.0,0,0,0,0,0,10.0,19,10879
Switzerland,La Tour De Peilz,51.0,1.0,40.0,0.0,51.0,1,0,0,0,1,25.499999999999996,152,10928
United States of America,La Verne,139.0,1.0,15.0,10.0,145.0,3,0,0,0,3,55.3,166,10935
Mexico,Lagos De Moreno,51.0,1.0,31.0,0.0,51.0,1,0,0,0,1,23.249999999999996,100,10988
Indonesia,Lahat,109.0,1.0,3.0,6.0,109.0,2,0,0,0,2,35.74999999999999,70,11001
Italy,Lainate,93.0,1.0,67.0,0.0,93.0,1,0,1,0,1,44.85,75,11012
India,Laksar,139.0,1.0,29.0,10.0,145.0,3,0,0,0,3,60.1,69,11058
Mexico,Las Choapas,67.0,1.0,23.0,0.0,67.0,1,0,0,0,1,26.049999999999997,100,11168
United States of America,Lauderdale Lakes,30.0,1.0,30.0,2.0,28.0,0,0,0,0,0,16.599999999999998,166,11203
Germany,Laupheim,63.0,1.0,55.0,0.0,63.0,1,0,1,0,1,32.85,58,11211
France,Le Pont De Claix,55.0,1.0,41.0,0.0,55.0,1,0,0,0,1,26.95,54,11259
Belgium,Lebbeke,51.0,1.0,38.0,2.0,51.0,1,0,0,0,1,25.499999999999996,15,11279
Canada,Leduc,46.0,1.0,24.0,4.0,46.0,0,0,0,0,0,20.999999999999996,29,11293
Spain,Lepe,41.0,1.0,41.0,0.0,16.0,0,0,0,0,0,15.25,146,11380
Indonesia,Lhokseumawe,88.0,1.0,21.0,2.0,88.0,1,0,0,0,1,32.55,70,11437
Costa Rica,Liberia,28.0,1.0,27.0,0.0,28.0,0,0,0,0,0,15.35,37,11452
Slovakia,Liptovsky Mikulas,65.0,1.0,45.0,0.0,65.0,1,0,0,0,1,30.95,140,11572
Germany,Lorrach,62.0,1.0,53.0,0.0,62.0,1,0,1,0,1,32.05,58,11744
Portugal,Loures,42.0,1.0,42.0,1.0,17.0,0,0,0,0,0,16.05,124,11786
Russian Federation,Luchegorsk,36.0,1.0,25.0,8.0,36.0,0,0,0,0,0,19.449999999999996,130,11837
Luxembourg,Luxemburg,63.0,1.0,50.0,0.0,63.0,1,0,0,0,1,31.599999999999998,91,11921
Benin,Savalou,54.0,1.0,30.0,0.0,54.0,1,0,0,0,1,23.9,17,18588
United Kingdom of Great Britain and Northern Ireland,Seaham,43.0,1.0,38.0,0.0,43.0,0,0,0,0,0,22.599999999999998,164,18723
Portugal,Senhora Da Hora,41.0,1.0,41.0,1.0,21.0,0,0,0,0,0,16.8,124,18819
Italy,Senigallia,82.0,1.0,68.5,0.0,82.0,1,0,1,0,1,42.05,75,18821
Russian Federation,Serafimovskiy,40.0,1.0,40.0,0.0,8.0,0,0,0,0,0,12.6,130,18837
Malaysia,Seremban,139.0,1.0,14.0,10.0,140.0,2,0,0,0,2,49.1,94,18847
Russian Federation,Sergach,35.0,1.0,35.0,1.0,30.0,0,0,0,0,0,18.2,130,18849
Brazil,Seropedica,70.0,1.0,28.0,3.0,70.0,1,0,0,0,1,28.95,22,18853
Russian Federation,Sheregesh,30.0,1.0,30.0,0.0,20.0,0,0,0,0,0,13.7,130,19016
United States of America,Sherrelwood,42.0,1.0,32.0,4.0,42.0,0,0,0,0,0,21.8,166,19024
Japan,Shimizu,70.0,1.0,26.0,6.0,70.0,1,0,0,0,1,29.4,77,19052
China,Shouguang,139.0,1.0,68.5,10.0,145.0,3,0,1,0,3,73.75,33,19105
India,Sikandra Rao,139.0,1.0,37.0,10.0,145.0,3,0,0,0,3,68.65,69,19207
Brazil,Silva Jardim,30.0,1.0,26.0,0.0,30.0,0,0,0,0,0,15.5,22,19229
Pakistan,Sinjhoro,139.0,1.0,26.0,2.0,145.0,3,0,0,0,3,54.6,116,19287
Poland,Skierniewice,41.0,1.0,41.0,0.0,34.0,0,0,0,0,0,20.65,123,19379
Russian Federation,Slantsy,35.0,1.0,35.0,0.0,6.0,0,0,0,0,0,10.75,130,19393
Japan,Sobue,136.0,1.0,7.0,10.0,136.0,2,0,0,0,2,49.65,77,19445
Japan,Sodegaura,67.0,1.0,31.0,10.0,67.0,1,0,0,0,1,31.049999999999997,77,19453
Argentina,Rosario,57.0,1.0,23.0,2.0,57.0,1,0,0,0,1,23.549999999999997,5,17509
Oman,Ruwi,139.0,1.0,68.5,5.0,145.0,3,0,2,0,3,80.6,115,17647
Russian Federation,Ryazan,37.0,1.0,35.0,3.0,37.0,0,0,0,0,0,20.8,130,17653
Germany,Saarbrucken,67.0,1.0,54.0,0.0,67.0,1,0,1,0,1,33.8,58,17672
